,title,description,release_year,runtime,genres,production_countries,imdb_score
782,Furioza,event past separ fate three friend unexpect life david mateusz banasiuk appear dzika weronika ksiazkiewicz  love life experienc policewoman make offer cannot reject either becom polic inform brother wojciech zielinski go prison longterm sentenc press wall david final succumb main goal becom infiltr organ crimin group hit middl war influenc money face constant suspicion golden old friend mateusz damiecki soon discov world tri free draw redoubl strength,2021,139,"['crime', 'drama', 'action']",['PL'],6.2
783,Four to Dinner,romcom challeng concept soulmat parallel storylin portray four singl friend pair differ coupl combin,2022,104,"['comedy', 'romance']",['IT'],6.3
784,Seal Team,fearless seal quinn assembl squad misfit recruit stand ruthless shark razorsharp teeth reclaim open sea,2021,101,"['animation', 'comedy']",['ZA'],5.5
785,Most Eligible Bachelor,akhil pooja love stori touch comedi confront idea marri life,2021,170,"['drama', 'romance']",['IN'],6.1
786,Katt Williams: World War III,katt william riff truth lie chicken wing shortag war drug electrifi standup special film las vega,2022,59,['comedy'],[],4.6
787,Lead Me Home,poignant stori homeless west coast us frame cinemat portrait surg humanitarian crisi,2021,40,['documentation'],['US'],7.1
788,Snoop Dogg's F*cn Around Comedy Special,snoop dogg host night music standup welcom friend — includ legendari comedian katt william mike epp — stage,2022,67,"['documentation', 'comedy', 'music']",[],5.2
789,Shaun the Sheep: The Flight Before Christmas,shaun season excit turn dismay farmhous raid get bigger stock flock inadvert lead timmi go miss shaun get timmi back becom someon els present,2021,30,"['animation', 'comedy', 'family']",['GB'],7.3
790,The Invisible Thread,teenag son two father make documentari film parent surpris reallif plot twist occur famili,2022,90,"['drama', 'family', 'comedy']",['IT'],6.7
791,Mobile Suit Gundam Hathaway,char rebellion hathaway noa lead insurg earth feder meet enemi offic mysteri woman alter fate,2021,96,"['scifi', 'animation', 'action', 'drama', 'romance']",['JP'],6.6
792,AI Love You,modern love stori set near futur ai build power human feel due softwar glitch fall love real girl escap build bodi real man tri win affect,2022,95,"['scifi', 'comedy', 'romance', 'drama']",['TH'],4.4
793,Audible,footbal player amare mckenstryhal maryland school deaf teammat attempt defend win streak come term tragic loss close friend,2021,39,['documentation'],['US'],5.3
794,The Hall: Honoring the Greats of Stand-Up,comedi special jon stewart john mulaney chelsea handler dave chappell honor georg carlin joan river robin william richard pryor,2022,70,"['documentation', 'comedy']",['US'],6.3
795,Hurdang,back  aspir ia start rebellion castebas reserv,2022,122,"['drama', 'romance']",['IN'],4.9
796,The Turning Point,slacker best avoid confront strike unlik friendship danger thug sudden forc way life,2021,90,"['drama', 'crime']",['IT'],6.1
797,Sentinelle,transfer home traumat combat mission high train french soldier use lethal skill hunt man hurt sister,2021,80,"['thriller', 'action', 'drama', 'crime']",['FR'],4.7
798,Stuck Together,seven famili live parisian apart build  rue de l'humanit  didn't escap countrysid arriv coronavirus three month life lockdown reveal best worst neighbour,2021,126,['comedy'],"['BE', 'FR']",6.3
799,F*ck Love Too,romant comedi sever friend deal unhappi love live turn help  alway best result,2022,92,"['comedy', 'romance']",['NL'],3.8
800,Vicky and Her Mystery,stéphane decid move beauti mountain cantal order reconnect  daughter victoria silent sinc mother disappear walk forest shepherd give victoria puppi name mysteri gradual give tast life quick stéphane discov anim realiti wolf… despit warn danger situat cannot bring separ daughter seem harmless ball hair,2021,84,"['drama', 'family', 'european']",['FR'],6.4
801,"From Meir, to Meir",filmmak goe discov meir villag greatgrandpar born place grandpar left continu love goe discov villag peopl tri leav,2021,62,['documentation'],['EG'],
802,Attack of the Hollywood Clichés!,movi star member film industri make fun sever narrat visual cliché shock aesthet often truli ridicul,2021,59,['documentation'],"['GB', 'US']",
803,Game Changer,citi popul sever clan gangster run various busi black market clan want absolut ruler reign big boss collect crimin tariff theme equilibrium among maintain unlik equiti lawless law  tee kid tuek sim gang computergam addict becam menion big boss big boss abrupt die tee inform team hesit decid hide fact rest may play anoth game peer satisfi big boss last wish,2021,102,"['crime', 'comedy', 'drama', 'romance', 'thriller']",['TH'],4.1
804,Murder by the Coast, teen rocío wanninkhof murder mother expartn dolor vázquez suspect second victim reveal truth,2021,88,"['crime', 'documentation', 'history']",['ES'],6.5
805,Chappelle's Home Team - Earthquake: Legendary,earthquak shake stage take health wealth prostat exam one particular lengthi celebr funer,2022,36,['comedy'],[],6.9
806,The 8th Night,prayer bead one hand ax monk hunt millenniaold spirit that possess human unleash hell earth,2021,115,"['thriller', 'horror']",['KR'],5.3
807,Ferry,built drug empir ferri bouman return hometown reveng mission find loyalti test — love alter life,2021,106,"['drama', 'action', 'crime', 'thriller']","['BE', 'NL']",7.0
808,The Trip 6,last year high school excurs walk anyth happen last year high school excurs parent last straw sinc álvaro castaño know secur better polic decid travel famili watch daughter sarita howev motherinlaw raquel will allow also embark plan  paradisiac beach san andré álvaro castaño becom sara nightmar sensat excurs sexi motherinlaw one steal show el paseo  last yeat high school excurs luck grandmoth high school girl wish,2021,97,['comedy'],['CO'],3.2
809,Radhe Shyam,vikramaditya worldrenown palmist believ love exist star meet prerana destini tri pull apart love prevail,2022,138,"['drama', 'romance']",['IN'],5.3
810,A Boy Called Christmas,origin stori father christma ordinari boy loyal pet mous reindeer side set extraordinari adventur find father quest discov fabl villag elfhelm,2021,106,"['drama', 'family', 'fantasy', 'action']",['GB'],6.7
811,Jeff Foxworthy: The Good Old Days,jeff look back simpler time talk age text sex educ share one wild stori blue collar comedi tour,2022,60,"['comedy', 'documentation']",[],6.1
812,The Taming of the Shrewd,heartbroken scientist move back home start scheme brother hire handsom stranger convinc sell land,2022,112,"['romance', 'comedy']",['PL'],4.5
813,Operation Hyacinth,poland  satisfi result murder investig young offic communist warsaw set discov truth,2021,112,"['crime', 'drama', 'thriller']",['PL'],6.7
814,The Perfect Family,lucia achiev perfect famili threaten son loos live dirti mouth girlfriend possibl law pictur,2021,110,['comedy'],['ES'],5.3
815,Sooryavanshi,fearless faith albeit slight forget mumbai cop veer sooryavanshi chief antiterror squad india pull stop stunt thwart major conspiraci attack citi,2021,145,"['action', 'thriller', 'crime']",['IN'],6.3
816,CBI 5: The Brain,seri bucketkil murder happen citi failur resolv polic team cbi offic cbi offic sethurama iyer take investig resolv never experienc mysteri,2022,163,"['thriller', 'crime']",['IN'],6.3
817,L.O.L. Surprise: The Movie,dazzl doll sister queen bee royal bee make first movi help fashion friend oneofakind magic adventur,2021,47,"['animation', 'family', 'fantasy', 'scifi', 'western', 'action']",['US'],3.8
818,Making The Billion Dollar Code,featurett art  com member join cast crew show discuss factual basi develop court case,2021,28,['documentation'],['DE'],
819,Skater Girl,teen rural india discov lifechang passion skateboard face rough road follow dream compet,2021,107,"['drama', 'family', 'sport']","['US', 'IN']",6.6
820,Found,follow stori three american teenag girls—each adopt china—who discov bloodrel cousin  onlin meet inspir young women confront burn question lost histori,2021,97,"['documentation', 'drama']","['CN', 'US']",7.5
821,Rabbids Invasion - Mission To Mars,nebul industri announc recruit rabbid mission mar hibern rabbid doesn't think twice genius rabbid misunderstood stupid peer alway dream go red planet take three rabbid disco live queen dancefloor cosmo pilot mini ador tini rabbid face interplanetari space threat hero learn overcom differ understand true wisdom come heart,2021,70,"['animation', 'comedy']",['FR'],7.8
822,The Falls,quarantin togeth  mother daughter forc confront person obstacl relationship tension,2021,129,['drama'],['TW'],7.0
823,Yara,murder  yara gambirasio shock littl town brembat di sopra itali bring culprit justic prosecutor letizia ruggeri bit dna without databas compar base true stori,2021,96,"['drama', 'thriller', 'crime']",['IT'],6.2
824,Nicole Byer: BBW (Big Beautiful Weirdo),nicol take stage gramerci theatr hot new set discuss everyth basic vegan shes part shes look man crazi past yearandahalf,2021,65,['comedy'],[],5.7
825,Cobalt Blue,aspir author freespirit sister fall enigmat pay guest home ensu event rock tradit famili,2022,112,"['romance', 'drama']",['IN'],6.6
826,This Is the Night,summer  staten island anticip open blockbust box movi italianamerican famili must confront greatest challeng,2021,100,"['drama', 'comedy']",['US'],5.4
827,Don't Kill Me, mirta die drug overdos lover robin resuscit alon find order keep live must eat live human,2021,90,"['fantasy', 'horror', 'romance']",['IT'],4.3
828,A Castle for Christmas,escap scandal bestsel author journey scotland fall love castl  face grumpi duke own,2021,98,"['romance', 'comedy', 'drama', 'family']","['GB', 'US']",5.5
829,I Am All Girls,special crime investig form unlik bond serial killer bring global child sex traffick syndic,2021,107,"['thriller', 'crime', 'drama']",['ZA'],5.9
830,Sounds Like Love,fashion assist maca got life togeth devast breakup leo man broke heart return seek support best friend adriana jime three learn love complic,2021,110,"['comedy', 'music', 'romance', 'drama']",['ES'],5.4
831,Ride or Die,rei help woman shes love year escap abus husband run feel catch fire,2021,142,"['thriller', 'romance', 'drama']",['JP'],5.6
832,Thomas & Friends: All Engines Go - Race for the Sodor Cup,race sodor cup competit draw engin world kana end pair thoma two take win sodor cup,2021,60,"['animation', 'family']",[],3.7
833,Jersey,excricket struggl make end meet want fulfil child wish get indian jersey process come face face heroic past forc decid rise occas becom symbol hope continu live life loser,2022,175,"['drama', 'sport', 'romance']",['IN'],7.3
834,The Girl on the Train,voyeurist divorce fixat live perfect coupl far soon get embroil murder mysteri unfold reveal truth life,2021,128,"['drama', 'thriller', 'crime']",['IN'],4.4
835,Cousins,separ children three cousin unshak bond confront pain past embark emot journey find,2021,98,['drama'],['NZ'],6.9
836,Oprah + Viola: A Netflix Special Event,special event oprah winfrey sit actor viola davi interview memoir find,2022,48,['documentation'],['US'],7.2
837,Deep,four insomniac med school student lure neurosci experi spiral control must find way it late,2021,101,"['scifi', 'thriller', 'drama']",['TH'],4.8
838,The Phantom,carlo deluna arrest  age  murder wanda lopez protest innoc execut declar anoth carlo commit crime,2021,81,"['documentation', 'crime']","['US', 'GB']",6.5
839,Two,two peopl man woman wake nake abdomen attach,2021,71,"['horror', 'thriller']",['ES'],
840,Blippi The Musical,energet fun blippi bring previous adventur lesson stage thatll make everyon sing danc along,2022,60,"['music', 'family']",[],
841,Fate: The Winx Saga - The Afterparty,star fieri hit discuss show magic play trivia chow hot wing taylor tomlinson share would use fairi power,2021,50,"['fantasy', 'reality', 'comedy']","['GB', 'IT']",6.2
842,Secret Magic Control Agency,secret magic control agenc send two best agent hansel gretel fight witch gingerbread hous,2021,103,"['comedy', 'family', 'fantasy', 'animation']","['RU', 'US']",6.2
843,Doom of Love,ad agenc goe bankrupt indebt fırat fall singer yoga retreat join journey selfreal,2022,100,"['romance', 'drama']",['TR'],4.7
844,Breaking Boundaries: The Science of Our Planet,david attenborough scientist johan rockström examin earth biodivers collaps crisi still avert,2021,73,['documentation'],['US'],7.8
845,The Witcher: Fireplace,keep mani witcher warm great hall kaer morhen sooth flame offer perfect backdrop cozi vibe fire magic inde,2021,59,[],['US'],
